SIC,SIC Title (and note),2002 NAICS,2002 NAICS Title
6331,"Fire, Marine, and Casualty Insurance (contact lens insurance)",524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
6331,"Fire, Marine, and Casualty Insurance (reinsurers)",524130,Reinsurance Carriers
6331,"Fire, Marine, and Casualty Insurance (self insurers)",525190,Other Insurance Funds
6351,Surety Insurance (financial responsibility insurers-direct),524126,Direct Property and Casualty Insurance Carriers
6351,"Surety Insurance (warranty insurance, home)",524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
6351,Surety Insurance (reinsurers),524130,Reinsurance Carriers
6361,Title Insurance (title insurers-direct),524127,Direct Title Insurance Carriers
6361,Title Insurance (reinsurers),524130,Reinsurance Carriers
6371,"Pension, Health, and Welfare Funds (managers)",523920,Portfolio Management
6371,"Pension, Health, and Welfare Funds (administrators)",524292,Third Party Administration of Insurance and Pension Funds
6371,"Pension, Health, and Welfare Funds (pension funds)",525110,Pension Funds
6371,"Pension, Health, and Welfare Funds (health and welfare funds)",525120,Health and Welfare Funds
6371,"Pension, Health, and Welfare Funds (profit sharing funds)",525990,Other Financial Vehicles
6399,"Insurance Carriers, NEC",524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
6411,"Insurance Agents, Brokers, and Service (insurance agents and brokers)",524210,Insurance Agencies and Brokerages
6411,"Insurance Agents, Brokers, and Service (insurance claims adjusters)",524291,Claims Adjusting
6411,"Insurance Agents, Brokers, and Service (processors)",524292,Third Party Administration of Insurance and Pension Funds
6411,"Insurance Agents, Brokers, and Service (except processors, agents and brokers, and claims adjusters)",524298,All Other Insurance Related Activities
6512,Operators of Nonresidential Buildings (except stadium and arena owners),531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
6512,Operators of Nonresidential Buildings (stadium and arena owners),711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
6513,Operators of Apartment Buildings,531110,Lessors of Residential Buildings and Dwellings
6514,Operators of Dwellings Other Than Apartment Buildings,531110,Lessors of Residential Buildings and Dwellings
6515,Operators of Residential Mobile Home Sites,531190,Lessors of Other Real Estate Property
6517,Lessors of Railroad Property,531190,Lessors of Other Real Estate Property
6519,"Lessors of Real Property, NEC",531190,Lessors of Other Real Estate Property
6531,Real Estate Agents and Managers (operating housing authorities),531110,Lessors of Residential Buildings and Dwellings
6531,Real Estate Agents and Managers (agents and brokers),531210,Offices of Real Estate Agents and Brokers
6531,Real Estate Agents and Managers (residential property managers),531311,Residential Property Managers
6531,Real Estate Agents and Managers (nonresidential property managers),531312,Nonresidential Property Managers
6531,Real Estate Agents and Managers (appraisers),531320,Offices of Real Estate Appraisers
6531,"Real Estate Agents and Managers (except property managers, condominium associations, cemetery management, agents and brokers, operating housing authorities, and appraisers)",531390,Other Activities Related to Real Estate
6531,Real Estate Agents and Managers (cemetery management),812220,Cemeteries and Crematories
6531,Real Estate Agents and Managers (condominium associations),813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices
6552,"Land Subdividers and Developers, Except Cemeteries",237210,Land Subdivision
6553,Cemetery Subdividers and Developers,812220,Cemeteries and Crematories
6712,Offices of Bank Holding Companies,551111,Offices of  Bank Holding Companies
6719,"Offices of Holding Companies, NEC",551112,Offices of  Other Holding Companies
6722,"Management Investment Offices, Open-End ",525910,Open-End Investment Funds
6726,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",525990,Other Financial Vehicles
6732,"Educational, Religious, and Charitable Trusts",813211,Grantmaking Foundations
6733,"Trusts, Except Educational, Religious, and Charitable (managers)",523920,Portfolio Management
6733,"Trusts, Except Educational, Religious, and Charitable (administrators of private estates)",523991,"Trust, Fiduciary, and Custody Activities"
6733,"Trusts, Except Educational, Religious, and Charitable (vacation funds for employees)",525190,Other Insurance Funds
6733,"Trusts, Except Educational, Religious, and Charitable (personal trusts, estates, and agency accounts)",525920,"Trusts, Estates, and Agency Accounts"
6792,Oil Royalty Traders (investing on own account),523910,Miscellaneous Intermediation
6792,Oil Royalty Traders (oil and gas royalty leasing),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) 
6794,Patent Owners and Lessors,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
6798,Real Estate Investment Trusts,525930,Real Estate Investment Trusts
6799,"Investors, NEC (commodity contract trading companies)",523130,Commodity Contracts Dealing
6799,"Investors, NEC (venture capital companies, investment clubs, and speculators for own account)",523910,Miscellaneous Intermediation
6799,"Investors, NEC (commodity contract pool operators)",523920,Portfolio Management
7011,"Hotels and Motels (hotels, except casino hotels, and motels)",721110,Hotels (except Casino Hotels) and Motels
7011,Hotels and Motels (casino hotels),721120,Casino Hotels
7011,Hotels and Motels (bed and breakfast inns),721191,Bed-and-Breakfast Inns
7011,"Hotels and Motels (except hotels, motels, and bed and breakfast inns)",721199,All Other Traveler Accommodation
7021,Rooming and Boarding Houses,721310,Rooming and Boarding Houses
7032,Sporting and Recreational Camps,721214,Recreational and Vacation Camps (except Campgrounds)
7033,Recreational Vehicle Parks and Campsites,721211,RV (Recreational Vehicle) Parks and Campgrounds
7041,"Organization Hotels and Lodging Houses, on Membership Basis (hotels)",721110,Hotels (except Casino Hotels) and Motels
7041,"Organization Hotels and Lodging Houses, on Membership Basis (except hotels)",721310,Rooming and Boarding Houses
7211,"Power Laundries, Family and Commercial",812320,Drycleaning and Laundry Services (except Coin-Operated)
7212,"Garment Pressing, and Agents for Laundries and Drycleaners",812320,Drycleaning and Laundry Services (except Coin-Operated)
7213,Linen Supply,812331,Linen Supply
7215,Coin-Operated Laundry and Drycleaning ,812310,Coin-Operated Laundries and Drycleaners
7216,"Drycleaning Plants, Except Rug Cleaning",812320,Drycleaning and Laundry Services (except Coin-Operated)
7217,Carpet and Upholstery Cleaning,561740,Carpet and Upholstery Cleaning Services
7218,Industrial Launderers,812332,Industrial Launderers
7219,"Laundry and Garment Services, NEC (alteration and repair)",811490,Other Personal and Household Goods Repair and Maintenance
7219,"Laundry and Garment Services, NEC (except diaper service and clothing alteration and repair)",812320,Drycleaning and Laundry Services (except Coin-Operated)
7219,"Laundry and Garment Services, NEC (diaper service)",812331,Linen Supply
7221,"Photographic Studios, Portrait",541921,"Photography Studios, Portrait"
7231,Beauty Shops (beauty and cosmetology schools),611511,Cosmetology and Barber Schools
7231,Beauty Shops (except beauty and cosmetology schools and manicure and pedicure salons),812112,Beauty Salons
7231,Beauty Shops (manicure and pedicure salons),812113,Nail Salons
7241,Barber Shops (barber colleges),611511,Cosmetology and Barber Schools
7241,Barber Shops (except barber colleges),812111,Barber Shops
7251,Shoe Repair Shops and Shoeshine Parlors (shoe repair shops),811430,Footwear and Leather Goods Repair
7251,Shoe Repair Shops and Shoeshine Parlors (hatcleaning and blocking shops),812320,Drycleaning and Laundry Services (except Coin-Operated)
7251,Shoe Repair Shops and Shoeshine Parlors (shoeshine parlors),812990,All Other Personal Services
7261,Funeral Services and Crematories (funeral homes and services),812210,Funeral Homes and Funeral Services
7261,Funeral Services and Crematories (crematories),812220,Cemeteries and Crematories
7291,Tax Return Preparation Services,541213,Tax Preparation Services
7299,"Miscellaneous Personal Services, NEC (formal wear and costume rental)",532220,Formal Wear and Costume Rental
7299,"Miscellaneous Personal Services, NEC (consumer credit and debt counseling services)",541990,"All Other Professional, Scientific, and Technical Services"
7299,"Miscellaneous Personal Services, NEC (babysitting bureaus)",561310,Employment Placement Agencies
7299,"Miscellaneous Personal Services, NEC (consumer bartering services)",561990,All Other Support Services
7299,"Miscellaneous Personal Services, NEC (diet and weight reducing services)",812191,Diet and Weight Reducing  Centers
7299,"Miscellaneous Personal Services, NEC (personal care services)",812199,Other Personal Care Services
7299,"Miscellaneous Personal Services, NEC (valet parking services)",812930,Parking Lots and Garages
7299,"Miscellaneous Personal Services, NEC (except diet and weight reducing services, personal care services, valet parking services, babysitting bureaus, debt and credit counseling, consumer bartering services, and formal wear and costume rental)",812990,All Other Personal Services
7311,Advertising Agencies,541810,Advertising Agencies
7312,Outdoor Advertising Services,541850,Display Advertising
7313,"Radio, Television, and Publishers’ Advertising Representatives",541840,Media Representatives
7319,"Advertising, NEC (using general purpose aircraft for aerial advertising and a variety of other services)",481219,Other Nonscheduled Air Transportation
7319,"Advertising, NEC (media buying services)",541830,Media Buying Agencies
7319,"Advertising, NEC (display advertising, aerial advertising using special purpose aircraft, such as blimps)",541850,Display Advertising
7319,"Advertising, NEC (advertising materials distributor)",541870,Advertising Material Distribution Services
7319,"Advertising, NEC (except media buying, display advertising, except outdoor; and advertising material distributors)",541890,Other Services Related to Advertising
7322,Adjustment and Collection Services,561440,Collection Agencies
7323,Credit Reporting Services,561450, Credit Bureaus
7331,Direct Mail Advertising Services (mailing list compilers),511140,Directory and Mailing List Publishers
7331,Direct Mail Advertising Services (except mailing list compilers),541860,Direct Mail Advertising
7334,Photocopying and Duplicating Services (quick printing),323114,Quick Printing
7334,Photocopying and Duplicating Services (except quick printing),561439,Other Business Service Centers (including Copy Shops)
7335,Commercial Photography (using general purpose aircraft for aerial photography and a variety of other services),481219,Other Nonscheduled Air Transportation
7335,Commercial Photography (except using general purpose aircraft for aerial photography and a variety of other services),541922,Commercial Photography
7336,Commercial Art and Graphic Design,541430,Graphic Design Services
7338,Secretarial and Court Reporting (secretarial services),561410,Document Preparation Services
7338,Secretarial and Court Reporting (court reporting services),561492,Court Reporting and Stenotype Services
7342,Disinfecting and Pest Control Services (exterminating and pest control),561710,Exterminating and Pest Control Services
7342,Disinfecting and Pest Control Services (except exterminating and pest control),561720,Janitorial Services
7349,"Building Cleaning and Maintenance Services, NEC (janitorial services)",561720,Janitorial Services
7349,"Building Cleaning and Maintenance Services, NEC (services to buildings and dwellings, except janitorial services)",561790,Other Services to Buildings and Dwellings
7352,Medical Equipment Rental and Leasing (home health furniture and equipment rental and leasing),532291,Home Health Equipment Rental
7352,"Medical Equipment Rental and Leasing (medical machinery and equipment, except home health furniture and equipment, rental and leasing)",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
7353,Heavy Construction Equipment Rental and Leasing (rental of construction equipment [except cranes] with operator),238910,Site Preparation Contractors
7353,Heavy Construction Equipment Rental and Leasing (crane rental with operator),238990,All Other Specialty Trade Contractors
7353,Heavy Construction Equipment Rental and Leasing (heavy construction equipment rental without operators),532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
7359,"Equipment Rental and Leasing, NEC (appliances; TVs, VCRs, and other consumer electronic equipment rental)",532210,Consumer Electronics and Appliances Rental
7359,"Equipment Rental and Leasing, NEC (except aircraft; industrial truck and equipment; TV, VCR, and other consumer electronic equipment; appliances; general rental centers; portable toilets; office machines; oil field and oil well drilling equipment; and home and garden equipment rental and leasing)",532299,All Other Consumer Goods Rental
7359,"Equipment Rental and Leasing, NEC (general rental centers and home and garden equipment rental centers)",532310,General Rental Centers
7359,"Equipment Rental and Leasing, NEC (aircraft rental and leasing)",532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
7359,"Equipment Rental and Leasing, NEC (oil field and well drilling equipment)",532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
7359,"Equipment Rental and Leasing, NEC (office machine rental and leasing)",532420,Office Machinery and Equipment Rental and Leasing
7359,"Equipment Rental and Leasing, NEC (industrial truck and equipment rental and leasing)",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
7359,"Equipment Rental and Leasing, NEC (portable toilet rental)",562991,Septic Tank and Related Services
7361,Employment Agencies (executive placement services),541612,Human Resources and Executive Search Consulting Services
7361,Employment Agencies (except executive placement services),561310,Employment Placement Agencies
7363,Help Supply Services (temporary help services),561320,Temporary Help Services
7363,"Help Supply Services (employee leasing services, professional employer organizations)",561330,Professional Employer Organizations
7371,Computer Programming Services,541511,Custom Computer Programming Services
7372,Prepackaged Software (mass reproduction of software),334611,Software Reproducing
7372,Prepackaged Software (software publishing),511210, Software Publishers
7373,Computer Integrated Systems Design,541512,Computer Systems Design Services
7374,Computer Processing and Data Preparation and Processing Services,518210,"Data Processing, Hosting, and Related Services "
7375,Information Retrieval Services (Internet service providers and Internet access providers),518111,Internet Service Providers
7376,Computer Facilities Management Services,541513,Computer Facilities Management Services
7377,Computer Rental and Leasing,532420,Office Machinery and Equipment Rental and Leasing
7378,Computer Maintenance and Repair (sales locations providing supporting repair services as major source of receipts),443120,Computer and Software Stores
7378,Computer Maintenance and Repair (except sales locations providing supporting repair services as major source of revenue),811212,Computer and Office Machine Repair and Maintenance
7379,"Computer Related Services, NEC (disk conversion services)",518210,"Data Processing, Hosting, and Related Services"
7379,"Computer Related Services, NEC (computer systems consultants)",541512,Computer Systems Design Services
7379,"Computer Related Services, NEC (except computer systems consultants and disk conversion services)",541519,Other Computer Related Services
7381,"Detective, Guard, and Armored Car Services (detective services)",561611,Investigation Services
7381,"Detective, Guard, and Armored Car Services (guard services)",561612,Security Guards and Patrol Services
7381,"Detective, Guard, and Armored Car Services (armored car services)",561613,Armored Car Services
7382,Security Systems Services,561621,Security Systems Services (except Locksmiths)
7383,News Syndicates (except independent news correspondents),519110,News Syndicates
7383,News Syndicates (independent news correspondents),711510,"Independent Artists, Writers, and Performers"
7384,Photofinishing Laboratories (except one-hour),812921,Photofinishing Laboratories (except One-Hour)
7384,Photofinishing Laboratories (one-hour),812922,One-Hour Photofinishing
7389,"Business Services, NEC (tobacco sheeting service)",312229,Other Tobacco Product Manufacturing
7389,"Business Services, NEC (sponging, shrinking, etc. fabric for tailors and dress makers, batik work)",313311,Broadwoven Fabric Finishing Mills
7389,"Business Services, NEC (embroidery of advertising on shirts and rug binding for the trade)",314999,All Other Miscellaneous Textile Product Mills
7389,"Business Services, NEC (aerosol packaging, solvent recovery service-contract)",325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing
7389,"Business Services, NEC (yacht brokers)",425120,Wholesale Trade Agents and Brokers
7389,"Business Services, NEC (driving services, e.g., auto or truck delivery and pilot car services)",488490,Other Support Activities for Road Transportation
7389,"Business Services, NEC (post office contract stations)",491110,Postal Service
7389,"Business Services, NEC (recording studios)",512240,Sound Recording Studios
7389,"Business Services, NEC (audio taping services)",512290,Other Sound Recording Industries
7389,"Business Services, NEC (microfilm services)",518210,"Data Processing, Hosting, and Related Services"
7389,"Business Services, NEC (press clipping services and stock photo agencies)",519190,All Other Information Services
7389,"Business Services, NEC (credit card and check validation service)",522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
7389,"Business Services, NEC (process services, patent agents, notaries public, paralegal services )",541199,All Other Legal Services
7389,"Business Services, NEC (drafting service) ",541340,Drafting Services
7389,"Business Services, NEC (home and building inspection services)",541350,Building Inspection Services  
7389,"Business Services, NEC (map making services)",541370,Surveying and Mapping (except Geophysical) Services
7389,"Business Services, NEC (interior design)",541410,Interior Design Services
7389,"Business Services, NEC (industrial design)",541420,Industrial Design Services
7389,"Business Services, NEC (fashion, furniture, and other design services)",541490,Other Specialized Design Services
7389,"Business Services, NEC (distribution of telephone directories on a fee or contract basis)",541870,Advertising Material Distribution Services
7389,"Business Services, NEC (sign painting and lettering, showcard painting, mannequin decorating service and other advertising related business services)",541890,Other Services Related to Advertising
7389,"Business Services, NEC (translation and interpretation services)",541930,Translation and Interpretation Services
7389,"Business Services (appraisers except insurance and real estate, outplacement services, and miscellaneous professional, scientific, and technical services)",541990,"All Other Professional, Scientific, and Technical Services"
7389,"Business Services, NEC (radio transcription services)",561410,Document Preparation Services
7389,"Business Services, NEC (telephone answering services)",561421,Telephone Answering Services
7389,"Business Services, NEC (telemarketing bureaus and telephone soliciting)",561422,Telemarketing Bureaus
7389,"Business Services, NEC (private mail centers and mailbox rental)",561431,Private Mail Centers
7389,"Business Services, NEC (other business service centers, except private mail centers and mailbox rental)",561439,Other Business Service Centers (including Copy Shops)
7389,"Business Services, NEC (tax collection for federal, state, or local agencies)",561440,Collection Agencies
7389,"Business Services, NEC (recovery and repossession services)",561491,Repossession Services
7389,"Business Services, NEC (business support services except telephone answering, telemarketing bureaus, private mail centers and repossession services)",561499,All Other Business Support Services
7389,"Business Services, NEC (convention and visitors bureaus, tourist information bureaus)",561591,Convention and Visitors Bureaus
7389,"Business Services, NEC (reservation systems for hotels, restaurants, and time-share condominium exchanges)",561599,All Other Travel Arrangement and Reservation Services
7389,"Business Services, NEC (swimming pool cleaning and maintenance)",561790,Other Services to Buildings and Dwellings
7389,"Business Services, NEC (packaging and labeling services)",561910,Packaging and Labeling Services
7389,"Business Services, NEC (convention and trade show services)",561920,Convention and Trade Show Organizers
7389,"Business Services, NEC (other support services except packaging and labeling, convention and trade shows services, convention and visitor bureaus, tourist information bureaus)",561990,All Other Support Services
7389,"Business Services, NEC (promoters of air shows, heritage festivals, and ethnic festivals with facilities)",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
7389,"Business Services, NEC (promoters of air shows, heritage festivals, and ethnic festivals without facilities)",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
7389,"Business Services, NEC (agents and brokers for authors and artists and speaker bureaus)",711410,"Agents and Managers for Artists, Athletes, Entertainers,  and Other Public Figures"
7389,"Business Services, NEC (apparel pressing service for the trade)",812320,Drycleaning and Laundry Services (except Coin-Operated)
7389,Miscellaneous Business Services (bail bonding),812990,All Other Personal Services
7513,Truck Rental and Leasing Without Drivers,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
7514,Passenger Car Rental,532111,Passenger Car Rental
7515,Passenger Car Leasing,532112,Passenger Car Leasing  
7519,Utility Trailers and Recreational Vehicle Rental,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
7521,Automobile Parking,812930,Parking Lots and Garages
7532,"Top, Body, and Upholstery Repair Shops and Paint Shops",811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
7533,Automotive Exhaust System Repair Shops,811112,Automotive Exhaust System Repair
7534,Tire Retreading and Repair Shops (rebuilding tires and retreaded tire manufacturing),326212,Tire Retreading
7534,Tire Retreading and Repair Shops (tire repair),811198,All Other Automotive Repair and Maintenance
7536,Automotive Glass Replacement Shops,811122,Automotive Glass Replacement Shops
7537,Automotive Transmission Repair Shops,811113,Automotive Transmission Repair
7538,General Automotive Repair Shops,811111,General Automotive Repair
7539,"Automotive Repair Shops, NEC (except automotive air-conditioning repair)",811118,Other Automotive Mechanical and Electrical Repair and Maintenance
7539,"Automotive Repair Shops, NEC (automotive air-conditioning repair)",811198,All Other Automotive Repair and Maintenance
7542,Carwashes,811192,Car Washes
7549,"Automotive Services, Except Repair and Carwashes (towing)",488410,Motor Vehicle Towing
7549,"Automotive Services, Except Repair and Carwashes (automotive window tinting)",811122,Automotive Glass Replacement Shops
7549,"Automotive Services, Except Repair and Carwashes (lubricating service, automotive)",811191,Automotive Oil Change and Lubrication Shops
7549,"Automotive Services, Except Repair and Carwashes (except automotive lubricating, automotive window tinting, and towing services)",811198,All Other Automotive Repair and Maintenance
7622,Radio and Television Repair Shops (household antenna installation and household-type satellite dish installation),238290,Other Building Equipment Contractors
7622,Radio and Television Repair Shops (new retail sales combined with repair-repair services as major source of receipts),443112,"Radio, Television, and Other Electronics Stores"
7622,"Radio and Television Repair Shops (stereo, TV, VCR, and radio repair)",811211,Consumer Electronics Repair and Maintenance
7622,Radio and Television Repair Shops (telecommunication equipment repair),811213,Communication Equipment Repair and Maintenance
7623,Refrigeration and Air-Conditioning Services and Repair Shops (new retail sales combined with repair-repair services as major source of receipts),443111,Household Appliance Stores
7623,Refrigeration and Air-Conditioning Services and Repair Shops (commercial refrigerator equipment repair),811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7623,"Refrigeration and Air-Conditioning Service and Repair Shops (except commercial refrigeration equipment repair, and sales locations with repair as major source of receipts)",811412,Appliance Repair and Maintenance
7629,"Electrical and Electronic Repair Shops, NEC (new retail sales combined with repair-repair services as major source of receipts)",443111,Household Appliance Stores
7629,"Electrical and Electronic Repair Shops, NEC (other consumer electronic equipment, except business and office machines, telephones, and appliances-repair and maintenance)",811211,Consumer Electronics Repair and Maintenance
7629,"Electrical and Electronic Repair Shops, NEC (business and office machine repair, electrical) ",811212,Computer and Office Machine Repair and Maintenance
7629,"Electrical and Electronic Repair Shops, NEC (telephone set repair)",811213,Communication Equipment Repair and Maintenance
7629,"Electrical and Electronic Repair Shops, NEC (electrical measuring instrument repair and calibration, medical electrical equipment repair)",811219,Other Electronic and Precision Equipment Repair and Maintenance
7629,"Electrical and Electronic Repair Shops, NEC (electrical appliance repair, washing machine repair, electric razor repair)",811412,Appliance Repair and Maintenance
7631,"Watch, Clock, and Jewelry Repair (new retail sales combined with repair-repair services as major source of receipts)",448310,Jewelry Stores
7631,"Watch, Clock, and Jewelry Repair (except new retail sales combined with repair services)",811490,Other Personal and Household Goods Repair and Maintenance
7641,Reupholstery and Furniture Repair,811420,Reupholstery and Furniture Repair
7692,Welding Repair,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7694,Armature Rewinding Shops (remanufacturing),335312,Motor and Generator Manufacturing
7694,Armature Rewinding Shops (repair),811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (farriers)",115210,Support Activities for Animal Production
7699,"Repair Shops and Related Services, NEC (boiler cleaning, chipping, and scaling)",238220,"Plumbing, Heating, and Air-Conditioning Contractors"
7699,"Repair Shops and Related Services, NEC (custom picture framing shops)",442299,All Other Home Furnishings Stores
7699,"Repair Shops and Related Services, NEC (new power tool retail sales combined with repair-repair services as major source of receipts)",444130,Hardware Stores
7699,"Repair Shops and Related Services, NEC (new lawn and garden equipment retail sales combined with repair-repair services as major source of receipts)",444210,Outdoor Power Equipment Stores
7699,"Repair Shops and Related Services, NEC (new bicycle retail sales combined with repair-repair services for bicycles as major source of receipts)",451110,Sporting Goods Stores
7699,"Repair Shops and Related Services, NEC (ship scaling) ",488390,Other Support Activities for Water Transportation
7699,"Repair Shops and Related Services, NEC (locksmith shops)",561622,Locksmiths
7699,"Repair Shops and Related Services, NEC (furnace, duct, gutter, and drain cleaning services)",561790,Other Services to Buildings and Dwellings
7699,"Repair Shops and Related Services, NEC (cesspool and septic tank cleaning)",562991,Septic Tank and Related Services
7699,"Repair Shops and Related Services, NEC (sewer cleaning and rodding)",562998,All Other Miscellaneous Waste Management Services
7699,"Repair Shops and Related Services, NEC (taxidermists and antique repair and restoration, except antique car restoration)",711510,"Independent Artists, Writers, and Performers"
7699,"Repair Shops and Related Services, NEC (camera repair)",811211,Consumer Electronics Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (typewriter repair, refilling or recycling ink jet cartridges)",811212,Computer and Office Machine Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (dental instrument repair, laboratory instrument repair, medical equipment and other electronic and precision equipment repair, except typewriters)",811219,Other Electronic and Precision Equipment Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (other non-automotive transportation equipment and industrial machines and equipment, and sharpening commercial blades)",811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (lawnmower repair shops, sharpening and repairing knives, saws and tools)",811411,Home and Garden Equipment Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (gas appliance repair service, sewing machine repair, stove repair shops, and other non-electrical appliance)",811412,Appliance Repair and Maintenance
7699,"Repair Shops and Related Services, NEC (leather goods repair shops, luggage repair shops, pocketbook repair shops)",811430,Footwear and Leather Goods Repair
7699,"Repair Shops and Related Services, NEC (except industrial, electronic, home and garden, appliance, and leather goods)",811490,Other Personal and Household Goods Repair and Maintenance
7812,Motion Picture and Video Tape Production,512110,Motion Picture and Video Production
7819,Services Allied to Motion Picture Production (reproduction of video),334612,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing"
7819,Services Allied to Motion Picture Production (teleproduction and postproduction services),512191, Teleproduction and Other Postproduction Services
7819,"Services Allied to Motion Picture Production (except casting bureaus, wardrobe and equipment rental, talent payment services, teleproduction and other postproduction services, reproduction of videos, independent film directors, and other independent motion picture production related services)",512199,Other  Motion Picture and Video Industries
7819,Services Allied to Motion Picture Production (wardrobe rental for motion picture film production),532220,Formal Wear and Costume Rental
7819,Services Allied to Motion Picture Production (motion picture equipment rental),532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
7819,Services Allied to Motion Picture Production (talent payment services),541214,Payroll Services
7819,Services Allied to Motion Picture Production (motion picture consulting),541690,Other Scientific and Technical Consulting Services
7819,Services Allied to Motion Picture Production (casting bureaus),561310,Employment Placement Agencies
7819,"Services Allied to Motion Picture Production (film directors and related motion picture production services, independent)",711510,"Independent Artists, Writers, and Performers"
7822,Motion Picture and Video Tape Distribution (prerecorded video tape and cassette wholesalers),423990,Other Miscellaneous Durable Goods Merchant Wholesalers
7822,Motion Picture and Video Tape Distribution (except video tape and cassette wholesalers),512120,Motion Picture and Video Distribution
7829,Services Allied to Motion Picture Distribution (commercial distribution film libraries),512120,Motion Picture and Video Distribution
7829,Services Allied to Motion Picture Distribution (except commercial film distribution libraries and film archives),512199,Other  Motion Picture and Video Industries
7829,Services Allied to Motion Picture Distribution (film archives),519120,Libraries and Archives
7832,"Motion Picture Theaters, Except Drive-In",512131,Motion Picture Theaters (except Drive-Ins)
7833,Drive-In Motion Picture Theaters,512132,Drive-In Motion Picture Theaters
7841,Video Tape Rental,532230,Video Tape and Disc Rental
7911,"Dance Studios, Schools, and Halls (dance instructors, and professional and other dance schools)",611610,Fine Arts Schools
7911,"Dance Studios, Schools, and Halls (except instruction)",713990,All Other Amusement and Recreation Industries
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (producers of radio programs),512290,Other Sound Recording Industries
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical equipment rental),532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (casting agencies and television employment agencies),561310,Employment Placement Agencies
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical ticket agencies),561599,All Other Travel Arrangement and Reservation Services
7922,"Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (theater companies, opera companies)",711110,Theater Companies and Dinner Theaters
7922,Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (ballet and dance companies),711120,Dance Companies
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theater operators),711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical promoters),711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical agents),711410,"Agents and Managers for Artists, Athletes, Entertainers,  and Other Public Figures"
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical costume design),711510,"Independent Artists, Writers, and Performers"
7929,"Bands, Orchestras, Actors, and Other Entertainers Entertainment Groups (musical groups, musical artists, and orchestras)",711130,Musical Groups and Artists
7929,"Bands, Orchestras, Actors, and Entertainment Groups, (except musical groups, musical artists, orchestras, actors, and actresses)",711190,Other Performing Arts Companies
7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups (actors and actresses)",711510,"Independent Artists, Writers, and Performers"
7933,Bowling Centers,713950,Bowling Centers
7941,Professional Sports Clubs and Promoters (professional sports clubs),711211,Sports Teams and Clubs
7941,Professional Sports Clubs and Promoters (stadium operators promoting events in their own facilities) ,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
